================================================================================
                                     S L S                                      
                                  version: 3.3                                  
                      S I M U L A T I O N   R E S U L T S                       
================================================================================
 time         | r   c   d   d   d   d   d   d   v   v   v   v   v   v 
 in 1e-09 sec | s   l   b   b   b   b   b   b   g   g   g   g   g   g 
              | t   k   g   g   g   g   g   g   a   a   a   a   a   a 
              |         _   _   _   _   _   _   _   _   _   _   _   _ 
              |         i   i   i   i   i   i   h   v   c   r   g   b 
              |         n   n   n   n   n   n   s   s   l             
              |         p   p   p   p   p   p   y   y   k             
              |         u   u   u   u   u   u   n   n                 
              |         t   t   t   t   t   t   c   c                 
              |         s   s   s   s   s   s                         
              |         _   _   _   _   _   _                         
              |         5   5   5   5   5   5                         
              |         _   _   _   _   _   _                         
              |         0   0   0   0   0   0                         
              |         _   _   _   _   _   _                         
              |         5   4   3   2   1   0                         
================================================================================
      25040.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      25120.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      25200.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      25280.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      25360.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      25440.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      25520.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      25600.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      25680.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      25760.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      25840.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      25920.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      26000.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      26080.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      26160.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      26240.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      26320.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      26400.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      26480.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      26560.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      26640.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      26720.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      26800.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      26880.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      26960.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      27040.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      27120.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      27200.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      27280.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      27360.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      27440.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      27520.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      27600.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      27680.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      27760.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      27840.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      27920.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      28000.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      28080.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      28160.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      28240.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      28320.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      28322.0 | 0   1   1   0   1   1   1   1   0   1   1   0   0   0
      28400.0 | 0   0   1   0   1   1   1   1   0   1   0   0   0   0
      28480.0 | 0   1   1   0   1   1   1   1   0   1   1   0   0   0
      28560.0 | 0   0   1   0   1   1   1   1   0   1   0   0   0   0
      28640.0 | 0   1   1   0   1   1   1   1   0   1   1   0   0   0
      28720.0 | 0   0   1   0   1   1   1   1   0   1   0   0   0   0
      28800.0 | 0   1   1   0   1   1   1   1   0   1   1   0   0   0
      28880.0 | 0   0   1   0   1   1   1   1   0   1   0   0   0   0
      28960.0 | 0   1   1   0   1   1   1   1   0   1   1   0   0   0
      29040.0 | 0   0   1   0   1   1   1   1   0   1   0   0   0   0
      29120.0 | 0   1   1   0   1   1   1   1   0   1   1   0   0   0
      29200.0 | 0   0   1   0   1   1   1   1   0   1   0   0   0   0
      29280.0 | 0   1   1   0   1   1   1   1   0   1   1   0   0   0
      29360.0 | 0   0   1   0   1   1   1   1   0   1   0   0   0   0
      29440.0 | 0   1   1   0   1   1   1   1   0   1   1   0   0   0
      29520.0 | 0   0   1   0   1   1   1   1   0   1   0   0   0   0
      29600.0 | 0   1   1   0   1   1   1   1   0   1   1   0   0   0
      29680.0 | 0   0   1   0   1   1   1   1   0   1   0   0   0   0
      29760.0 | 0   1   1   0   1   1   1   1   0   1   1   0   0   0
      29840.0 | 0   0   1   0   1   1   1   1   0   1   0   0   0   0
      29920.0 | 0   1   1   0   1   1   1   1   0   1   1   0   0   0
      30000.0 | 0   0   1   0   1   1   1   1   0   1   0   0   0   0
      30080.0 | 0   1   1   0   1   1   1   1   0   1   1   0   0   0
      30160.0 | 0   0   1   0   1   1   1   1   0   1   0   0   0   0
      30240.0 | 0   1   1   0   1   1   1   1   0   1   1   0   0   0
      30320.0 | 0   0   1   0   1   1   1   1   0   1   0   0   0   0
      30400.0 | 0   1   1   0   1   1   1   1   0   1   1   0   0   0
      30480.0 | 0   0   1   0   1   1   1   1   0   1   0   0   0   0
      30560.0 | 0   1   1   0   1   1   1   1   0   1   1   0   0   0
      30640.0 | 0   0   1   0   1   1   1   1   0   1   0   0   0   0
      30720.0 | 0   1   1   0   1   1   1   1   0   1   1   0   0   0
      30800.0 | 0   0   1   0   1   1   1   1   0   1   0   0   0   0
      30880.0 | 0   1   1   0   1   1   1   1   0   1   1   0   0   0
      30960.0 | 0   0   1   0   1   1   1   1   0   1   0   0   0   0
      31040.0 | 0   1   1   0   1   1   1   1   0   1   1   0   0   0
      31120.0 | 0   0   1   0   1   1   1   1   0   1   0   0   0   0
      31200.0 | 0   1   1   0   1   1   1   1   0   1   1   0   0   0
      31280.0 | 0   0   1   0   1   1   1   1   0   1   0   0   0   0
      31360.0 | 0   1   1   0   1   1   1   1   0   1   1   0   0   0
      31440.0 | 0   0   1   0   1   1   1   1   0   1   0   0   0   0
      31520.0 | 0   1   1   0   1   1   1   1   0   1   1   0   0   0
      31600.0 | 0   0   1   0   1   1   1   1   0   1   0   0   0   0
      31680.0 | 0   1   1   0   1   1   1   1   0   1   1   0   0   0
      31760.0 | 0   0   1   0   1   1   1   1   0   1   0   0   0   0
      31840.0 | 0   1   1   0   1   1   1   1   0   1   1   0   0   0
      31920.0 | 0   0   1   0   1   1   1   1   0   1   0   0   0   0
      32000.0 | 0   1   1   0   1   1   1   1   0   1   1   0   0   0
      32080.0 | 0   0   1   0   1   1   1   1   0   1   0   0   0   0
      32160.0 | 0   1   1   0   1   1   1   1   0   1   1   0   0   0
      32162.2 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      32240.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      32320.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      32400.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      32480.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      32560.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      32640.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      32720.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      32800.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      32880.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      32960.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      33040.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      33120.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      33200.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      33280.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      33360.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      33440.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      33520.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      33600.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      33680.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      33760.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      33840.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      33920.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      34000.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      34080.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      34160.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      34240.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      34320.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      34400.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      34480.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      34560.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      34640.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      34720.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      34800.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      34880.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      34960.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      35040.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      35120.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      35200.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      35280.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      35360.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      35440.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      35520.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      35600.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      35680.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      35760.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      35840.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      35920.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      36000.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      36080.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      36160.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      36240.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      36320.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      36400.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      36480.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      36560.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      36640.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      36720.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      36800.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      36880.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      36960.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      37040.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      37120.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      37200.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      37280.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      37360.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      37440.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      37520.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      37600.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      37680.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      37760.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      37840.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      37920.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      38000.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      38080.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      38160.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      38240.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      38320.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      38400.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      38480.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      38560.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      38640.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      38720.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      38800.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      38880.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      38960.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      39040.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      39120.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      39200.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      39280.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      39360.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      39440.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      39520.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      39600.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      39680.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      39760.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      39840.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      39920.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      40000.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      40080.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      40160.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      40240.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      40320.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      40400.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      40480.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      40560.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      40640.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      40720.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      40800.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      40880.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      40960.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      41040.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      41120.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      41200.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      41280.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      41360.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      41440.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      41520.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      41600.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      41680.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      41760.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      41840.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      41920.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      42000.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      42080.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      42160.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      42240.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      42320.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      42400.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      42480.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      42560.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      42640.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      42720.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      42800.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      42880.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      42960.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      43040.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      43120.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      43200.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      43280.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      43360.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      43440.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      43520.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      43600.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      43680.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      43760.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      43840.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      43920.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      44000.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      44080.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      44160.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      44240.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      44320.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      44400.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      44480.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      44560.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      44640.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      44720.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      44800.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      44880.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      44960.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      45040.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      45120.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      45200.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      45280.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      45360.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      45440.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      45520.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      45600.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      45680.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      45760.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      45840.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      45920.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      46000.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      46080.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      46160.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      46240.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      46320.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      46400.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      46480.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      46560.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      46640.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      46720.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      46800.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      46880.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      46960.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      47040.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      47120.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      47200.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      47280.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      47360.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      47440.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      47520.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      47600.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      47680.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      47760.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      47840.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      47920.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      48000.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      48080.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      48160.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      48240.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      48320.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      48400.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      48480.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      48560.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      48640.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      48720.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      48800.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      48880.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      48960.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      49040.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      49120.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      49200.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      49280.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      49360.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
      49440.0 | 0   1   1   0   1   1   1   1   1   1   1   0   0   0
      49520.0 | 0   0   1   0   1   1   1   1   1   1   0   0   0   0
